                  上证指数 (000001)
 
      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA5   	   MA.MA13  	   MA.MA34  	   MA.MA144 	VOL-TDX.VVOL  	VOL-TDX.      	VOL-TDX.VOLUME	VOL-TDX.MAVOL1	VOL-TDX.MAVOL2	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	 SKDJ.K     	 SKDJ.D     	 
 1998/09/25	1199.159	1233.789	1192.069	1221.569	         293134	   1187.963	   1246.976	   1280.939	   1032.146	           	      0.000	 293134.000	 343862.406	 298866.406	    -23.797	     -7.703	    -32.189	     49.301	     42.163	
 1998/09/30	1224.259	1242.939	1217.649	1242.889	         182217	   1210.600	   1239.882	   1281.528	   1036.082	           	      0.000	 182217.000	 321273.594	 296421.188	    -21.348	    -10.432	    -21.833	     57.046	     49.576	
 1998/10/09	1245.729	1246.599	1207.919	1236.929	         261038	   1225.275	   1230.365	   1281.263	   1040.092	           	      0.000	 261038.000	 324966.406	 296593.594	    -19.662	    -12.278	    -14.768	     66.620	     57.656	
 1998/10/16	1239.559	1263.709	1227.849	1251.519	         327885	   1231.981	   1225.505	   1282.014	   1044.382	           	      0.000	 327885.000	 318222.406	 303341.594	    -16.953	    -13.213	     -7.480	     75.905	     66.523	
 1998/10/23	1255.049	1256.749	1191.549	1217.419	         317764	   1234.069	   1217.091	   1282.335	   1048.414	           	      0.000	 317764.000	 276407.188	 312348.813	    -17.357	    -14.042	     -6.631	     78.133	     73.552	
 1998/10/30	1215.549	1229.739	1195.239	1217.309	         264932	   1233.213	   1209.428	   1282.653	   1052.674	           	      0.000	 264932.000	 270768.000	 307315.188	    -17.485	    -14.730	     -5.509	     78.026	     77.354	
 1998/11/06	1217.329	1267.389	1210.839	1259.759	         311923	   1236.588	   1208.560	   1284.854	   1057.296	           	      0.000	 311923.000	 296708.000	 308990.813	    -14.000	    -14.584	      1.169	     81.675	     79.278	
 1998/11/13	1263.959	1295.059	1263.949	1282.499	         358606	   1245.706	   1217.368	   1287.648	   1062.346	           	      0.000	 358606.000	 316222.406	 320594.406	     -9.295	    -13.526	      8.462	     84.135	     81.278	
 1998/11/20	1284.329	1300.149	1271.649	1275.369	         263765	   1250.475	   1224.887	   1289.172	   1067.478	           	      0.000	 263765.000	 303397.594	 310810.000	     -6.072	    -12.036	     11.926	     83.012	     82.940	
 1998/11/27	1275.899	1283.959	1242.559	1245.079	         249282	   1256.000	   1233.760	   1287.965	   1072.325	           	      0.000	 249282.000	 289702.406	 283054.813	     -5.894	    -10.807	      9.826	     74.301	     80.482	
 1998/12/04	1244.919	1251.859	1213.549	1219.189	         188506	   1256.381	   1238.041	   1285.250	   1077.156	           	      0.000	 188506.000	 274416.000	 272592.000	     -7.753	    -10.197	      4.887	     59.910	     72.408	
 1998/12/11	1234.750	1237.689	1194.060	1214.209	         156151	   1247.269	   1237.750	   1282.783	   1081.938	           	      0.000	 156151.000	 243262.406	 269985.188	     -9.518	    -10.061	      1.085	     46.552	     60.255	
